Postcode,diagnosis_date,acquired,Localgovernmentarea
3168,26/07/2020,1,1
3168,26/08/2020,1,1
3168,27/03/2020,1,1
3168,27/08/2020,3,3
3168,29/07/2020,3,3
3168,30/07/2020,2,2
3168,31/07/2020,1,1
3168,31/08/2020,1,1
3169,1/03/2021,1,1
3169,4/09/2020,1,1
3169,8/02/2020,2,2
3169,8/04/2020,1,1
3169,8/05/2020,3,3
3169,8/07/2020,1,1
3169,8/08/2020,2,2
3169,8/09/2020,2,2
3169,8/10/2020,2,2
3169,8/12/2020,4,4
3169,9/03/2020,1,1
3169,9/04/2020,1,1
3169,9/05/2020,1,1
3169,9/08/2020,1,1
3169,13/07/2020,1,1
3169,13/08/2020,1,1
3169,14/09/2020,2,2
3169,15/08/2020,1,1
3169,15/09/2020,1,1
3169,18/08/2020,2,2
3169,19/07/2020,2,2
3169,20/07/2020,2,2
3169,20/08/2020,4,4
3169,22/08/2020,1,1
3169,23/07/2020,1,1
3169,26/07/2020,2,2
3169,26/08/2020,1,1
3169,27/07/2020,1,1
3169,29/07/2020,2,2
3169,31/07/2020,1,1
3170,4/01/2020,1,1
3170,5/09/2020,1,1
3170,8/01/2020,1,1
3170,8/02/2020,2,2
3170,8/03/2020,1,1
3170,8/04/2020,1,1
3170,8/06/2020,5,5
3170,8/07/2020,3,3
3170,8/08/2020,1,1
3170,10/10/2020,1,1
3170,14/05/2020,2,2
3170,14/07/2020,1,1
3170,17/08/2020,1,1
3170,18/08/2020,2,2
3170,19/08/2020,2,2
3170,20/07/2020,1,1
3170,20/08/2020,1,1
3170,21/08/2020,1,1
3170,22/07/2020,1,1
3170,23/07/2020,1,1
3170,25/07/2020,1,1
3170,28/09/2020,1,1
3170,29/08/2020,1,1
3170,29/09/2020,2,2
3170,30/03/2020,1,1
3170,30/07/2020,2,2
3170,30/08/2020,2,2
3170,31/03/2020,3,3
3170,31/07/2020,1,1
3171,6/07/2020,1,1
3171,8/01/2020,2,2
3171,8/02/2020,1,1
3171,8/04/2020,1,1
3171,8/05/2020,3,3
3171,8/10/2020,1,1
3171,9/04/2020,1,1
3171,9/08/2020,1,1
3171,9/09/2020,1,1
3171,9/12/2020,1,1
3171,10/08/2020,1,1
3171,10/09/2020,2,2
3171,13/09/2020,1,1
3171,16/07/2020,1,1
3171,16/08/2020,1,1
3171,18/09/2020,1,1
3171,19/07/2020,2,2
3171,19/08/2020,1,1
3171,20/08/2020,1,1
3171,21/08/2020,1,1
3171,22/08/2020,1,1
3171,22/09/2020,1,1
3171,23/09/2020,1,1
3171,24/07/2020,1,1
3171,24/08/2020,1,1
3171,24/09/2020,4,4
3171,25/07/2020,1,1
3171,26/07/2020,1,1
3171,27/07/2020,1,1
3171,30/07/2020,1,1
3171,31/07/2020,1,1
3172,8/01/2020,1,1
3172,8/03/2020,2,2
3172,8/08/2020,2,2
3172,8/12/2020,1,1
3172,13/08/2020,2,2
3172,14/07/2020,1,1
3172,15/07/2020,1,1
3172,15/08/2020,1,1
3172,16/08/2020,2,2
3172,19/03/2020,2,2
3172,19/08/2020,1,1
3172,21/07/2020,1,1
3172,21/08/2020,1,1
3172,22/08/2020,3,3
3172,24/03/2020,1,1
3172,25/03/2020,1,1
3172,26/07/2020,2,2
3172,27/07/2020,2,2
3172,29/07/2020,1,1
3173,8/01/2020,1,1
3173,8/02/2020,4,4
3173,8/03/2020,3,3
3173,8/05/2020,2,2
3173,8/06/2020,2,2
3173,8/07/2020,2,2
3173,8/08/2020,2,2
3173,8/09/2020,1,1
3173,8/10/2020,3,3
3173,9/03/2020,2,2
3173,10/09/2020,1,1
3173,14/08/2020,2,2
3173,15/08/2020,2,2
3173,16/07/2020,1,1
3173,16/08/2020,1,1
3173,17/08/2020,1,1
3173,18/07/2020,1,1
3173,18/08/2020,3,3
3173,19/07/2020,1,1
3173,21/07/2020,1,1
3173,21/08/2020,5,5
3173,22/07/2020,1,1
3173,22/08/2020,1,1
3173,22/09/2020,1,1
3173,24/08/2020,4,4
3173,25/07/2020,1,1
3173,25/08/2020,1,1
3173,26/07/2020,5,5
3173,27/03/2020,2,2
3173,27/07/2020,3,3
3173,28/03/2020,2,2
3173,28/07/2020,3,3
3173,29/06/2020,1,1
3173,29/07/2020,1,1
3173,29/08/2020,1,1
3173,30/07/2020,3,3
3173,31/07/2020,1,1
3174,2/03/2021,1,1
3174,4/01/2020,1,1
3174,5/02/2020,1,1
3174,6/10/2020,1,1
3174,7/01/2020,1,1
3174,7/07/2020,1,1
3174,8/01/2020,2,2
3174,8/02/2020,1,1
3174,8/03/2020,2,2
3174,8/04/2020,1,1
3174,8/05/2020,3,3
3174,8/06/2020,3,3
3174,8/07/2020,8,8
3174,8/08/2020,2,2
3174,8/09/2020,1,1
3174,8/10/2020,2,2
3174,8/11/2020,2,2
3174,8/12/2020,1,1
3174,9/01/2020,1,1
3174,9/02/2020,7,7
3174,9/04/2020,2,2
3174,9/06/2020,1,1
3174,9/07/2020,2,2
3174,9/10/2020,1,1
3174,10/05/2020,3,3
3174,13/07/2020,1,1
3174,13/08/2020,1,1
3174,14/07/2020,2,2
3174,14/08/2020,3,3
3174,15/08/2020,1,1
3174,17/08/2020,4,4
3174,18/08/2020,1,1
3174,19/08/2020,1,1
3174,20/07/2020,1,1
3174,20/08/2020,1,1
3174,21/03/2020,2,2
3174,21/07/2020,1,1
3174,21/08/2020,3,3
3174,22/07/2020,1,1
3174,23/08/2020,1,1
3174,24/07/2020,5,5
3174,26/07/2020,2,2
3174,26/08/2020,2,2
3174,27/07/2020,1,1
3174,27/08/2020,2,2
3174,28/07/2020,3,3
3174,28/08/2020,5,5
3174,29/08/2020,4,4
3174,30/06/2020,1,1
3174,30/08/2020,1,1
3174,30/09/2020,1,1
3174,31/08/2020,1,1
3175,4/01/2020,1,1
3175,4/02/2020,1,1
3175,4/06/2020,2,2
3175,4/07/2020,1,1
3175,7/07/2020,1,1
3175,8/01/2020,17,17
3175,8/02/2020,10,10
3175,8/03/2020,5,5
3175,8/04/2020,7,7
3175,8/05/2020,9,9
3175,8/06/2020,4,4
3175,8/07/2020,9,9
3175,8/08/2020,1,1
3175,8/09/2020,2,2
3175,8/10/2020,5,5
3175,8/11/2020,10,10
3175,8/12/2020,2,2
3175,9/04/2020,1,1
3175,9/05/2020,1,1
3175,9/06/2020,2,2
3175,9/08/2020,3,3
3175,9/09/2020,1,1
3175,9/10/2020,1,1
3175,9/11/2020,1,1
3175,9/12/2020,1,1
3175,10/03/2020,1,1
3175,10/04/2020,1,1
3175,10/06/2020,1,1
3175,10/12/2020,1,1
3175,13/07/2020,2,2
3175,13/08/2020,13,13
3175,14/06/2020,2,2
3175,14/07/2020,1,1
3175,14/08/2020,4,4
3175,15/06/2020,1,1
3175,15/08/2020,5,5
3175,15/10/2020,1,1
3175,16/07/2020,6,6
3175,16/08/2020,7,7
3175,16/09/2020,2,2
3175,17/07/2020,3,3
3175,17/08/2020,5,5
3175,18/07/2020,10,10
3175,18/08/2020,1,1
3175,19/06/2020,1,1
3175,19/07/2020,1,1
3175,19/08/2020,1,1
3175,20/03/2020,1,1
3175,20/07/2020,5,5
3175,20/08/2020,3,3
3175,21/07/2020,8,8
3175,21/08/2020,7,7
3175,21/09/2020,1,1
3175,22/06/2020,1,1
3175,22/07/2020,9,9
3175,22/09/2020,1,1
3175,23/07/2020,6,6
3175,23/08/2020,1,1
3175,24/07/2020,11,11
3175,24/08/2020,5,5
3175,25/05/2020,1,1
3175,25/07/2020,3,3
3175,25/08/2020,3,3
3175,25/09/2020,2,2
3175,26/07/2020,8,8
3175,26/08/2020,1,1
3175,27/03/2020,1,1
3175,27/07/2020,20,20
3175,27/08/2020,2,2
3175,28/07/2020,5,5
3175,29/03/2020,1,1
3175,29/05/2020,1,1
3175,29/07/2020,12,12
3175,29/08/2020,1,1
3175,30/07/2020,13,13
3175,30/09/2020,1,1
3175,31/07/2020,9,9
3175,31/08/2020,1,1
3177,5/05/2020,1,1
3177,6/03/2020,1,1
3177,7/02/2020,1,1
3177,7/06/2020,1,1
3177,8/01/2020,2,2
3177,8/02/2020,1,1
3177,8/05/2020,1,1
3177,8/07/2020,1,1
3177,8/08/2020,2,2
3177,8/09/2020,3,3
3177,8/10/2020,1,1
3177,8/12/2020,2,2
3177,9/02/2020,1,1
3177,13/08/2020,1,1
3177,14/07/2020,1,1
3177,14/08/2020,1,1
3177,16/08/2020,1,1
3177,17/07/2020,1,1
3177,18/06/2020,1,1
3177,19/07/2020,1,1
3177,19/09/2020,1,1
3177,21/08/2020,1,1
3177,22/07/2020,2,2
3177,22/08/2020,1,1
3177,24/06/2020,2,2
3177,24/08/2020,1,1
3177,26/07/2020,2,2
3177,26/08/2020,1,1
3177,28/06/2020,1,1
3177,28/07/2020,1,1
3177,29/06/2020,1,1
3177,29/07/2020,2,2
3177,30/07/2020,6,6
3177,30/08/2020,1,1
3177,30/09/2020,3,3
3178,4/03/2020,2,2
3178,5/04/2020,1,1
3178,7/06/2020,1,1
3178,7/10/2020,1,1
3178,8/01/2020,1,1
3178,8/04/2020,1,1
3178,8/05/2020,1,1
3178,8/06/2020,2,2
3178,8/07/2020,1,1
3178,8/08/2020,1,1
3178,8/09/2020,1,1
3178,8/11/2020,1,1
3178,14/08/2020,2,2
3178,15/08/2020,2,2
3178,16/07/2020,2,2
3178,18/06/2020,1,1
3178,18/07/2020,1,1
3178,18/08/2020,1,1
3178,19/07/2020,1,1
3178,20/06/2020,1,1
3178,21/03/2020,1,1
3178,21/07/2020,2,2
3178,23/06/2020,1,1
3178,25/03/2020,1,1
3178,25/07/2020,3,3
3178,26/08/2020,1,1
3178,27/03/2020,1,1
3178,27/07/2020,1,1
3178,28/05/2020,2,2
3178,28/07/2020,1,1
3178,29/03/2020,1,1
3178,29/07/2020,1,1
3178,29/08/2020,1,1
3178,30/03/2020,1,1
3178,30/07/2020,1,1
3179,8/02/2020,1,1
3179,8/03/2020,1,1
3179,8/04/2020,2,2
3179,15/07/2020,1,1
3179,16/07/2020,1,1
3179,23/07/2020,1,1
3179,25/07/2020,1,1
3179,28/07/2020,1,1
3179,30/07/2020,1,1
3180,8/08/2020,1,1
3180,22/07/2020,1,1
3180,22/08/2020,2,2
3180,25/08/2020,1,1
3180,28/03/2020,2,2
3180,28/08/2020,1,1
3180,31/05/2020,1,1
3181,3/12/2020,1,1
3181,4/01/2020,1,1
3181,4/02/2020,1,1
3181,4/03/2020,1,1
3181,4/05/2020,1,1
3181,6/10/2020,1,1
3181,7/06/2020,1,1
3181,7/07/2020,2,2
3181,7/10/2020,2,2
3181,7/11/2020,2,2
3181,7/12/2020,2,2
3181,8/01/2020,1,1
3181,8/02/2020,2,2
3181,8/05/2020,1,1
3181,8/06/2020,2,2
3181,8/07/2020,1,1
3181,8/08/2020,2,2
3181,8/09/2020,2,2
3181,8/12/2020,1,1
3181,9/01/2020,1,1
3181,9/03/2020,3,3
3181,9/04/2020,1,1
3181,9/05/2020,2,2
3181,9/09/2020,2,2
3181,13/03/2020,2,2
3181,13/07/2020,2,2
3181,14/03/2020,1,1
3181,14/07/2020,1,1
3181,15/07/2020,4,4
3181,16/03/2020,1,1
3181,16/04/2020,1,1
3181,16/07/2020,1,1
3181,17/03/2020,1,1
3181,17/06/2020,1,1
3181,17/08/2020,1,1
3181,18/03/2020,1,1
3181,18/04/2020,1,1
3181,18/07/2020,3,3
3181,19/03/2020,2,2
3181,20/03/2020,2,2
3181,20/08/2020,1,1
3181,21/07/2020,1,1
3181,21/08/2020,3,3
3181,22/03/2020,1,1
3181,22/07/2020,1,1
3181,23/03/2020,2,2
3181,23/08/2020,1,1
3181,24/03/2020,1,1
3181,24/07/2020,4,4
3181,25/03/2020,1,1
3181,25/07/2020,1,1
3181,26/07/2020,2,2
3181,26/08/2020,4,4
3181,27/03/2020,1,1
3181,27/07/2020,1,1
3181,27/08/2020,2,2
3181,28/03/2020,1,1
3181,28/06/2020,1,1
3181,28/07/2020,1,1
3181,29/07/2020,1,1
3181,29/08/2020,1,1
3181,30/03/2020,1,1
3181,30/07/2020,2,2
3181,31/07/2020,1,1
3181,31/08/2020,4,4
3182,4/06/2020,1,1
3182,4/08/2020,1,1
3182,4/11/2020,1,1
3182,7/09/2020,1,1
3182,7/11/2020,1,1
3182,7/12/2020,1,1
3182,8/02/2020,1,1
3182,8/04/2020,3,3
3182,8/05/2020,1,1
3182,8/07/2020,3,3
3182,8/08/2020,3,3
3182,8/09/2020,2,2
3182,8/12/2020,1,1
3182,9/02/2020,1,1
3182,9/04/2020,1,1
3182,9/05/2020,1,1
3182,9/09/2020,2,2
3182,9/10/2020,1,1
3182,9/12/2020,1,1
3182,10/08/2020,1,1
3182,14/07/2020,1,1
3182,14/09/2020,1,1
3182,15/08/2020,2,2
3182,16/07/2020,1,1
3182,17/03/2020,2,2
3182,18/07/2020,3,3
3182,18/08/2020,2,2
3182,20/07/2020,2,2
3182,20/08/2020,3,3
3182,21/03/2020,1,1
3182,21/07/2020,1,1
3182,21/08/2020,1,1
3182,22/03/2020,1,1
3182,22/08/2020,2,2
3182,23/03/2020,1,1
3182,24/07/2020,2,2
3182,24/08/2020,3,3
3182,25/03/2020,1,1
3182,25/07/2020,3,3
3182,25/08/2020,1,1
3182,27/07/2020,2,2
3182,28/03/2020,4,4
3182,28/07/2020,1,1
3182,28/08/2020,1,1
3182,29/05/2021,1,1
3182,29/07/2020,3,3
3182,30/07/2020,1,1
3182,31/05/2021,3,3
3182,31/08/2020,1,1
3183,3/11/2020,1,1
3183,4/02/2020,1,1
3183,4/03/2020,1,1
3183,7/04/2020,1,1
3183,7/07/2020,1,1
3183,8/02/2020,1,1
3183,8/03/2020,2,2
3183,8/05/2020,1,1
3183,8/07/2020,1,1
3183,9/02/2020,1,1
3183,9/03/2020,1,1
3183,13/08/2020,1,1
3183,14/07/2020,1,1
3183,15/08/2020,1,1
3183,16/07/2020,2,2
3183,17/07/2020,1,1
3183,17/08/2020,1,1
3183,20/03/2020,1,1
3183,21/03/2020,1,1
3183,22/03/2020,5,5
3183,22/07/2020,2,2
3183,23/03/2020,3,3
3183,24/08/2020,1,1
3183,25/03/2020,2,2
3183,25/07/2020,1,1
3183,26/03/2020,1,1
3183,28/03/2020,1,1
3183,29/07/2020,1,1
3183,30/03/2020,1,1
3183,30/07/2020,1,1
3184,4/06/2020,1,1
3184,7/06/2020,1,1
3184,7/07/2020,1,1
3184,8/04/2020,2,2
3184,8/11/2020,1,1
3184,8/12/2020,1,1
3184,9/01/2020,1,1
3184,9/03/2020,2,2
3184,10/07/2020,1,1
3184,10/09/2020,1,1
3184,14/10/2020,1,1
3184,15/08/2020,1,1
3184,18/08/2020,2,2
3184,19/03/2020,1,1
3184,20/07/2020,1,1
3184,22/03/2020,1,1
3184,22/08/2020,1,1
3184,23/08/2020,1,1
3184,26/08/2020,1,1
3184,29/03/2020,1,1
3184,30/03/2020,1,1
3185,4/01/2020,1,1
3185,8/01/2020,1,1
3185,8/03/2020,3,3
3185,8/04/2020,1,1
3185,8/05/2020,1,1
3185,8/07/2020,1,1
3185,8/10/2020,1,1
3185,13/03/2020,1,1
3185,14/07/2020,1,1
3185,14/10/2020,1,1
3185,16/07/2020,1,1
3185,16/08/2020,3,3
3185,19/03/2020,1,1
3185,21/03/2020,1,1
3185,21/07/2020,1,1
3185,23/07/2020,1,1
3185,23/08/2020,1,1
3185,24/03/2020,1,1
3185,24/08/2020,1,1
3185,25/03/2020,1,1
3185,25/07/2020,1,1
3185,26/03/2020,1,1
3185,26/08/2020,1,1
3185,27/07/2020,1,1
3185,28/03/2020,1,1
3185,29/07/2020,1,1
3185,30/09/2020,1,1
3186,4/03/2020,1,1
3186,4/07/2020,1,1
3186,7/01/2020,1,1
3186,7/07/2020,1,1
3186,7/11/2020,1,1
3186,7/12/2020,1,1
3186,8/02/2020,1,1
3186,8/03/2020,1,1
3186,8/04/2020,3,3
3186,8/05/2020,3,3
3186,8/06/2020,2,2
3186,8/07/2020,1,1
3186,8/09/2020,1,1
3186,8/10/2020,10,10
3186,8/11/2020,1,1
3186,8/12/2020,1,1
3186,9/01/2020,1,1
3186,9/03/2020,1,1
3186,9/09/2020,1,1
3186,15/03/2020,1,1
3186,15/07/2020,1,1
3186,15/08/2020,7,7
3186,16/08/2020,1,1
3186,17/03/2020,1,1
3186,18/07/2020,1,1
3186,18/08/2020,2,2
3186,19/03/2020,1,1
3186,19/05/2020,1,1
3186,19/07/2020,5,5
3186,19/08/2020,3,3
3186,20/08/2020,1,1
3186,21/03/2020,1,1
3186,21/08/2020,1,1
3186,22/03/2020,2,2
3186,22/08/2020,2,2
3186,23/07/2020,9,9
3186,24/07/2020,3,3
3186,24/08/2020,1,1
3186,25/07/2020,2,2
3186,25/08/2020,5,5
3186,26/07/2020,1,1
3186,26/08/2020,1,1
3186,28/07/2020,1,1
3186,28/08/2020,1,1
3186,29/07/2020,5,5
3186,30/07/2020,3,3
3186,31/03/2020,1,1
3186,31/07/2020,1,1
3187,5/05/2020,1,1
3187,8/01/2020,1,1
3187,8/09/2020,1,1
3187,8/10/2020,1,1
3187,8/12/2020,1,1
3187,9/01/2020,4,4
3187,9/02/2020,1,1
3187,9/06/2020,1,1
3187,9/08/2020,1,1
3187,9/09/2020,1,1
3187,14/06/2020,1,1
3187,14/07/2020,1,1
3187,17/03/2020,1,1
3187,17/07/2020,1,1
3187,17/08/2020,1,1
3187,19/08/2020,2,2
3187,20/08/2020,1,1
3187,21/07/2020,1,1
3187,22/08/2020,8,8
3187,24/07/2020,1,1
3187,25/08/2020,6,6
3187,28/03/2020,1,1
3187,29/08/2020,4,4
3187,30/07/2020,1,1
3187,30/08/2020,1,1
3188,4/01/2020,1,1
3188,4/07/2020,1,1
3188,7/03/2020,1,1
3188,9/05/2020,1,1
3188,13/03/2020,1,1
3188,14/08/2020,1,1
3188,20/06/2020,1,1
3188,22/07/2020,1,1
3188,25/07/2020,1,1
3188,28/08/2020,1,1
3189,8/04/2020,1,1
3189,9/08/2020,1,1
3189,13/08/2020,1,1
3189,23/07/2020,1,1
3189,28/03/2020,1,1
3190,4/05/2020,1,1
3190,4/06/2020,1,1
3190,8/01/2020,1,1
3190,8/02/2020,2,2
3190,8/03/2020,40,40
3190,8/04/2020,4,4
3190,8/07/2020,3,3
3190,8/11/2020,1,1
3190,8/12/2020,1,1
3190,9/03/2020,2,2
3190,13/08/2020,2,2
3190,14/08/2020,3,3
3190,16/08/2020,4,4
3190,17/03/2020,2,2
3190,17/08/2020,2,2
3190,18/08/2020,1,1
3190,20/07/2020,1,1
3190,21/08/2020,1,1
3190,22/07/2020,1,1
3190,24/07/2020,1,1
3190,27/05/2021,1,1
3190,31/03/2020,1,1
3190,31/05/2021,1,1
3190,31/07/2020,1,1
3191,4/01/2020,1,1
3191,7/08/2020,1,1
3191,8/05/2020,2,2
3191,8/06/2020,1,1
3191,10/08/2020,1,1
3191,13/08/2020,1,1
3191,14/04/2020,1,1
3191,15/08/2020,1,1
3191,18/08/2020,1,1
3191,22/03/2020,1,1
3191,25/08/2020,1,1
3191,28/03/2020,1,1
3191,30/07/2020,1,1
3191,30/08/2020,1,1
3192,1/02/2021,2,2
3192,7/08/2020,1,1
3192,8/03/2020,1,1
3192,8/05/2020,1,1
3192,8/07/2020,1,1
3192,8/08/2020,1,1
3192,8/09/2020,1,1
3192,8/10/2020,1,1
3192,8/11/2020,2,2
3192,9/02/2020,3,3
3192,9/05/2020,1,1
3192,14/07/2020,1,1
3192,14/08/2020,1,1
3192,15/07/2020,2,2
3192,15/08/2020,1,1
3192,16/08/2020,6,6
3192,17/08/2020,1,1
3192,18/08/2020,4,4
3192,19/07/2020,1,1
3192,19/08/2020,5,5
3192,20/03/2020,1,1
3192,20/08/2020,1,1
3192,21/07/2020,1,1
3192,21/08/2020,5,5
3192,22/04/2020,1,1
3192,22/08/2020,1,1
3192,23/07/2020,1,1
3192,23/08/2020,1,1
3192,24/08/2020,4,4
3192,25/07/2020,2,2
3192,25/08/2020,1,1
3192,26/07/2020,2,2
3192,26/08/2020,1,1
3192,27/03/2020,1,1
3192,27/07/2020,1,1
3192,28/06/2020,1,1
3192,29/08/2020,2,2
3192,29/09/2020,1,1
3192,30/07/2020,1,1
3193,1/01/2021,7,7
3193,8/03/2020,1,1
3193,17/03/2020,1,1
3193,17/07/2020,1,1
3193,20/03/2020,1,1
3193,21/03/2020,1,1
3193,22/03/2020,1,1
3193,23/03/2020,1,1
3193,25/07/2020,2,2
3193,28/06/2020,1,1
3193,29/07/2020,1,1
3193,30/03/2020,1,1
3193,30/07/2020,4,4
3193,31/07/2020,1,1
3193,31/12/2020,2,2
3194,1/04/2021,1,1
3194,7/11/2020,1,1
3194,8/01/2020,1,1
3194,8/04/2020,1,1
3194,8/05/2020,1,1
3194,8/06/2020,1,1
3194,8/07/2020,2,2
3194,8/09/2020,1,1
3194,15/07/2020,1,1
3194,16/08/2020,1,1
3194,19/08/2020,1,1
3194,21/03/2020,1,1
3194,22/08/2020,1,1
3194,23/08/2020,1,1
3194,24/07/2020,1,1
3194,30/12/2020,1,1
3194,31/07/2020,1,1
3195,4/07/2020,1,1
3195,4/09/2020,1,1
3195,8/01/2020,1,1
3195,8/02/2020,1,1
3195,8/03/2020,4,4
3195,8/05/2020,1,1
3195,8/06/2020,1,1
3195,8/08/2020,2,2
3195,8/10/2020,3,3
3195,8/11/2020,1,1
3195,9/04/2020,1,1
3195,9/06/2020,1,1
3195,9/07/2020,1,1
3195,14/07/2020,1,1
3195,15/07/2020,1,1
3195,17/04/2020,1,1
3195,17/08/2020,2,2
3195,19/07/2020,3,3
3195,20/07/2020,1,1
3195,22/06/2020,2,2
3195,22/07/2020,1,1
3195,23/07/2020,4,4
3195,24/07/2020,1,1
3195,25/07/2020,1,1
3195,26/08/2020,3,3
3195,27/03/2020,1,1
3195,27/08/2020,2,2
3195,28/03/2020,1,1
3195,28/04/2020,1,1
3195,28/06/2020,1,1
3195,29/08/2020,1,1
3195,30/07/2020,2,2
3195,31/07/2020,1,1
3195,31/08/2020,1,1
3196,4/01/2020,1,1
3196,4/08/2020,1,1
3196,7/02/2020,1,1
3196,7/07/2020,1,1
3196,7/10/2020,1,1
3196,8/01/2020,5,5
3196,8/02/2020,7,7
3196,8/03/2020,6,6
3196,8/05/2020,2,2
3196,8/06/2020,5,5
3196,8/08/2020,1,1
3196,8/09/2020,2,2
3196,8/10/2020,9,9
3196,8/11/2020,1,1
3196,14/08/2020,2,2
3196,15/08/2020,7,7
3196,16/07/2020,2,2
3196,16/08/2020,1,1
3196,18/07/2020,1,1
3196,19/07/2020,1,1
3196,20/07/2020,2,2
3196,20/08/2020,2,2
3196,21/07/2020,3,3
3196,23/08/2020,1,1
3196,26/05/2021,1,1
3196,26/07/2020,7,7
3196,26/08/2020,1,1
3196,27/03/2020,2,2
3196,27/07/2020,1,1
3196,28/03/2020,2,2
3196,29/05/2021,1,1
3196,29/07/2020,1,1
3196,30/03/2020,1,1
3196,30/07/2020,1,1
3197,4/04/2020,1,1
3197,7/10/2020,1,1
3197,8/04/2020,2,2
3197,9/01/2020,1,1
3197,9/03/2020,3,3
3197,13/08/2020,1,1
3197,19/07/2020,1,1
3197,20/07/2020,1,1
3197,27/06/2020,2,2
3197,28/06/2020,1,1
3198,8/01/2020,1,1
3198,8/02/2020,1,1
3198,8/03/2020,2,2
3198,8/08/2020,2,2
3198,8/10/2020,1,1
3198,8/11/2020,1,1
3198,13/08/2020,1,1
3198,18/07/2020,1,1
3198,18/08/2020,2,2
3198,21/08/2020,1,1
3198,22/08/2020,1,1
3198,23/08/2020,1,1
3198,25/07/2020,1,1
3198,25/08/2020,1,1
3198,27/03/2020,1,1
3198,29/03/2020,2,2
3198,30/03/2020,2,2
3199,4/02/2020,2,2
3199,4/03/2020,1,1
3199,4/07/2020,1,1
3199,5/04/2020,1,1
3199,7/09/2020,1,1
3199,8/02/2020,2,2
3199,8/03/2020,1,1
3199,8/04/2020,2,2
3199,8/05/2020,4,4
3199,8/08/2020,3,3
3199,8/09/2020,3,3
3199,8/10/2020,2,2
3199,8/11/2020,2,2
3199,8/12/2020,4,4
3199,9/07/2020,1,1
3199,9/11/2020,2,2
3199,10/05/2020,1,1
3199,10/07/2020,3,3
3199,10/08/2020,1,1
3199,10/10/2020,1,1
3199,13/08/2020,4,4
3199,14/08/2020,1,1
3199,15/05/2020,1,1
3199,15/08/2020,2,2
3199,16/07/2020,1,1
3199,16/08/2020,4,4
3199,17/08/2020,1,1
3199,18/08/2020,2,2
3199,19/07/2020,3,3
3199,19/08/2020,4,4
3199,20/07/2020,1,1
3199,20/08/2020,2,2
3199,22/03/2020,3,3
3199,22/05/2020,1,1
3199,22/07/2020,1,1
3199,22/08/2020,2,2
3199,23/03/2020,3,3
3199,23/08/2020,1,1
3199,24/03/2020,1,1
3199,24/07/2020,1,1
3199,25/03/2020,1,1
3199,25/07/2020,1,1
3199,26/03/2020,1,1
3199,26/06/2020,1,1
3199,26/09/2020,5,5
3199,27/08/2020,1,1
3199,28/03/2020,2,2
3199,28/07/2020,1,1
3199,28/08/2020,1,1
3199,29/07/2020,1,1
3199,30/03/2020,1,1
3199,30/07/2020,1,1
3199,30/08/2020,1,1
3199,31/07/2020,1,1
3199,31/08/2020,1,1
3200,8/02/2020,1,1
3200,8/03/2020,1,1
3200,8/04/2020,1,1
3200,8/05/2020,1,1
3200,8/11/2020,2,2
3200,9/08/2020,1,1
3200,10/05/2020,1,1
3200,17/07/2020,1,1
3200,18/07/2020,2,2
3200,20/07/2020,1,1
3200,20/09/2020,1,1
3200,21/07/2020,1,1
3200,22/07/2020,2,2
3200,25/07/2020,6,6
3200,25/08/2020,1,1
3200,26/07/2020,1,1
3200,29/07/2020,1,1
3201,7/10/2020,1,1
3201,8/01/2020,2,2
3201,8/03/2020,1,1
3201,8/05/2020,1,1
3201,8/07/2020,1,1
3201,8/08/2020,1,1
3201,8/12/2020,1,1
3201,13/08/2020,1,1
3201,14/08/2020,1,1
3201,15/07/2020,1,1
3201,16/06/2020,1,1
3201,16/08/2020,2,2
3201,18/08/2020,1,1
3201,19/08/2020,1,1
3201,22/03/2020,1,1
3201,22/09/2020,1,1
3201,23/03/2020,1,1
3201,23/08/2020,1,1
3201,24/08/2020,1,1
3201,24/09/2020,1,1
3201,25/07/2020,1,1
3201,29/07/2020,1,1
3201,30/07/2020,4,4
3201,31/07/2020,1,1
3204,1/01/2021,1,1
3204,1/02/2021,1,1
3204,4/02/2020,1,1
3204,4/05/2020,1,1
3204,5/02/2020,1,1
3204,7/08/2020,1,1
3204,7/10/2020,1,1
3204,7/11/2020,1,1
3204,8/01/2020,1,1
3204,8/02/2020,1,1
3204,8/03/2020,1,1
3204,8/04/2020,2,2
3204,8/06/2020,2,2
3204,8/07/2020,1,1
3204,8/08/2020,1,1
3204,8/11/2020,1,1
3204,9/05/2020,1,1
3204,13/07/2020,1,1
3204,14/07/2020,1,1
3204,14/08/2020,1,1
3204,15/07/2020,3,3
3204,16/07/2020,1,1
3204,16/08/2020,1,1
3204,17/07/2020,1,1
3204,17/09/2020,1,1
3204,18/02/2021,3,3
3204,20/07/2020,1,1
3204,21/07/2020,1,1
3204,21/08/2020,1,1
3204,22/07/2020,1,1
3204,25/03/2020,1,1
3204,25/07/2020,1,1
3204,25/08/2020,2,2
3204,26/07/2020,1,1
3204,27/03/2020,2,2
3204,27/07/2020,1,1
3204,27/08/2020,1,1
3204,28/06/2020,2,2
3204,28/07/2020,1,1
3204,29/03/2020,1,1
3204,29/07/2020,2,2
3204,30/07/2020,2,2
3204,31/07/2020,1,1
3205,4/01/2020,1,1
3205,5/09/2020,1,1
3205,7/11/2020,1,1
3205,8/05/2020,1,1
3205,8/08/2020,1,1
