Postcode,diagnosis_date,acquired,Localgovernmentarea
3072,22/08/2020,2,2
3072,22/10/2020,1,1
3072,23/04/2020,1,1
3072,23/08/2020,2,2
3072,23/10/2020,3,3
3072,24/05/2021,1,1
3072,24/07/2020,2,2
3072,24/10/2020,2,2
3072,25/07/2020,2,2
3072,26/03/2020,1,1
3072,26/07/2020,3,3
3072,27/03/2020,1,1
3072,27/07/2020,2,2
3072,28/03/2020,1,1
3072,28/07/2020,2,2
3072,29/03/2020,1,1
3072,29/07/2020,8,8
3072,29/08/2020,1,1
3072,30/06/2020,1,1
3072,30/07/2020,4,4
3072,31/07/2020,2,2
3073,4/07/2020,2,2
3073,5/02/2020,1,1
3073,5/06/2020,1,1
3073,6/09/2021,4,4
3073,6/10/2020,1,1
3073,7/03/2020,2,2
3073,7/05/2020,2,2
3073,7/06/2020,1,1
3073,7/08/2020,2,2
3073,7/09/2020,4,4
3073,7/10/2020,5,5
3073,7/11/2020,5,5
3073,7/12/2020,3,3
3073,8/01/2020,5,5
3073,8/02/2020,11,11
3073,8/03/2020,7,7
3073,8/04/2020,30,30
3073,8/05/2020,15,15
3073,8/06/2020,8,8
3073,8/07/2020,2,2
3073,8/08/2020,4,4
3073,8/09/2020,2,2
3073,8/10/2020,3,3
3073,8/11/2020,6,6
3073,8/12/2020,9,9
3073,9/01/2020,1,1
3073,9/04/2020,2,2
3073,9/06/2020,2,2
3073,9/09/2020,1,1
3073,10/05/2020,1,1
3073,10/08/2020,1,1
3073,10/10/2020,1,1
3073,10/11/2020,1,1
3073,10/12/2020,1,1
3073,13/07/2020,1,1
3073,13/08/2020,3,3
3073,14/07/2020,1,1
3073,14/08/2020,7,7
3073,15/06/2020,1,1
3073,15/07/2020,6,6
3073,15/08/2020,10,10
3073,16/07/2020,1,1
3073,16/08/2020,5,5
3073,17/06/2020,2,2
3073,17/07/2020,4,4
3073,17/08/2020,4,4
3073,17/09/2020,1,1
3073,18/05/2020,1,1
3073,18/07/2020,2,2
3073,18/08/2020,3,3
3073,18/09/2020,1,1
3073,19/05/2020,1,1
3073,19/07/2020,6,6
3073,19/08/2020,10,10
3073,20/07/2020,5,5
3073,20/08/2020,1,1
3073,20/09/2020,1,1
3073,21/06/2020,1,1
3073,21/07/2020,3,3
3073,21/08/2020,1,1
3073,21/09/2020,2,2
3073,22/07/2020,2,2
3073,22/08/2020,5,5
3073,23/03/2020,1,1
3073,23/06/2020,1,1
3073,23/07/2020,3,3
3073,23/08/2020,2,2
3073,24/03/2020,1,1
3073,24/07/2020,2,2
3073,24/08/2020,2,2
3073,24/10/2020,1,1
3073,25/03/2020,1,1
3073,25/07/2020,4,4
3073,25/08/2020,2,2
3073,26/03/2020,3,3
3073,26/05/2020,1,1
3073,26/07/2020,7,7
3073,26/08/2020,1,1
3073,27/03/2020,1,1
3073,27/07/2020,5,5
3073,27/08/2020,3,3
3073,27/10/2020,1,1
3073,28/06/2020,1,1
3073,28/08/2020,1,1
3073,28/10/2020,1,1
3073,29/03/2020,1,1
3073,29/07/2020,2,2
3073,29/08/2020,2,2
3073,30/06/2020,1,1
3073,30/07/2020,12,12
3073,31/07/2020,5,5
3074,5/01/2020,1,1
3074,5/03/2020,1,1
3074,5/05/2020,1,1
3074,7/03/2020,1,1
3074,7/08/2020,2,2
3074,7/10/2020,1,1
3074,7/11/2020,1,1
3074,7/12/2020,1,1
3074,8/01/2020,2,2
3074,8/02/2020,1,1
3074,8/03/2020,7,7
3074,8/04/2020,13,13
3074,8/05/2020,7,7
3074,8/06/2020,4,4
3074,8/07/2020,2,2
3074,8/08/2020,6,6
3074,8/09/2020,4,4
3074,8/11/2020,4,4
3074,8/12/2020,1,1
3074,9/02/2020,1,1
3074,9/08/2020,1,1
3074,13/07/2020,1,1
3074,13/08/2020,1,1
3074,14/07/2020,1,1
3074,14/08/2020,4,4
3074,15/07/2020,1,1
3074,15/08/2020,4,4
3074,16/07/2020,2,2
3074,16/08/2020,2,2
3074,17/07/2020,2,2
3074,17/08/2020,1,1
3074,18/07/2020,3,3
3074,18/08/2020,1,1
3074,19/06/2020,1,1
3074,19/07/2020,4,4
3074,19/08/2020,1,1
3074,20/07/2020,4,4
3074,21/07/2020,9,9
3074,22/07/2020,3,3
3074,23/07/2020,3,3
3074,24/07/2020,5,5
3074,24/08/2020,2,2
3074,25/07/2020,4,4
3074,26/05/2021,1,1
3074,26/07/2020,5,5
3074,27/03/2020,1,1
3074,27/05/2021,1,1
3074,27/07/2020,2,2
3074,27/08/2020,1,1
3074,28/06/2020,1,1
3074,28/07/2020,3,3
3074,28/08/2020,2,2
3074,29/07/2020,5,5
3074,29/08/2020,1,1
3074,30/06/2020,2,2
3074,30/07/2020,1,1
3074,30/08/2020,1,1
3074,31/07/2020,3,3
3075,4/01/2020,1,1
3075,4/05/2020,1,1
3075,7/02/2020,3,3
3075,7/03/2020,2,2
3075,7/04/2020,1,1
3075,7/06/2020,1,1
3075,7/07/2020,1,1
3075,7/10/2020,1,1
3075,7/12/2020,4,4
3075,8/01/2020,1,1
3075,8/02/2020,2,2
3075,8/03/2020,2,2
3075,8/04/2020,1,1
3075,8/05/2020,2,2
3075,8/06/2020,1,1
3075,8/07/2020,3,3
3075,8/09/2020,1,1
3075,8/11/2020,6,6
3075,8/12/2020,3,3
3075,9/02/2020,1,1
3075,9/08/2020,1,1
3075,9/12/2020,1,1
3075,10/12/2020,1,1
3075,13/07/2020,2,2
3075,13/08/2020,2,2
3075,14/08/2020,4,4
3075,15/07/2020,4,4
3075,15/08/2020,3,3
3075,16/07/2020,6,6
3075,16/08/2020,4,4
3075,17/07/2020,1,1
3075,17/08/2020,2,2
3075,18/07/2020,1,1
3075,18/08/2020,1,1
3075,19/07/2020,1,1
3075,21/07/2020,7,7
3075,21/08/2020,1,1
3075,22/03/2020,1,1
3075,22/07/2020,2,2
3075,22/08/2020,1,1
3075,23/03/2020,1,1
3075,23/07/2020,4,4
3075,24/05/2021,2,2
3075,24/07/2020,3,3
3075,25/07/2020,2,2
3075,26/03/2020,1,1
3075,26/07/2020,4,4
3075,26/08/2020,1,1
3075,27/07/2020,2,2
3075,28/07/2020,4,4
3075,28/08/2020,2,2
3075,29/05/2020,1,1
3075,29/06/2020,1,1
3075,29/07/2020,7,7
3075,29/08/2020,1,1
3075,30/07/2020,2,2
3076,5/08/2020,1,1
3076,5/10/2020,2,2
3076,5/12/2020,1,1
3076,6/01/2021,1,1
3076,6/02/2021,1,1
3076,7/01/2020,1,1
3076,7/10/2020,3,3
3076,7/11/2020,6,6
3076,7/12/2020,5,5
3076,8/01/2020,6,6
3076,8/02/2020,6,6
3076,8/03/2020,6,6
3076,8/04/2020,10,10
3076,8/05/2020,2,2
3076,8/06/2020,2,2
3076,8/07/2020,13,13
3076,8/08/2020,4,4
3076,8/09/2020,6,6
3076,8/10/2020,1,1
3076,8/11/2020,8,8
3076,8/12/2020,7,7
3076,9/11/2020,1,1
3076,10/04/2020,1,1
3076,13/07/2020,1,1
3076,13/08/2020,8,8
3076,14/08/2020,2,2
3076,15/07/2020,4,4
3076,15/08/2020,5,5
3076,16/07/2020,10,10
3076,16/08/2020,1,1
3076,17/07/2020,1,1
3076,17/08/2020,3,3
3076,18/07/2020,9,9
3076,18/08/2020,1,1
3076,19/07/2020,4,4
3076,20/07/2020,3,3
3076,21/07/2020,3,3
3076,21/08/2020,3,3
3076,22/05/2020,1,1
3076,22/06/2020,1,1
3076,22/07/2020,8,8
3076,22/08/2020,4,4
3076,22/09/2020,1,1
3076,23/07/2020,2,2
3076,24/05/2021,1,1
3076,24/06/2020,2,2
3076,24/07/2020,3,3
3076,24/08/2020,2,2
3076,25/05/2021,6,6
3076,25/06/2020,1,1
3076,25/07/2020,6,6
3076,25/08/2020,5,5
3076,26/06/2020,1,1
3076,26/07/2020,53,53
3076,27/05/2021,1,1
3076,27/07/2020,6,6
3076,28/05/2021,3,3
3076,28/07/2020,4,4
3076,29/05/2021,1,1
3076,29/07/2020,19,19
3076,30/05/2021,1,1
3076,30/07/2020,27,27
3076,31/05/2021,1,1
3076,31/07/2020,7,7
3078,6/09/2020,1,1
3078,7/04/2020,1,1
3078,7/11/2020,1,1
3078,8/01/2020,2,2
3078,8/05/2020,2,2
3078,8/08/2020,1,1
3078,14/07/2020,1,1
3078,14/08/2020,1,1
3078,17/08/2020,1,1
3078,21/07/2020,1,1
3078,24/07/2020,1,1
3078,25/05/2021,1,1
3078,27/03/2020,1,1
3078,27/06/2020,1,1
3078,28/03/2020,1,1
3078,28/08/2020,2,2
3078,29/07/2020,1,1
3078,30/03/2020,1,1
3078,30/07/2020,1,1
3078,31/07/2020,1,1
3079,4/02/2020,4,4
3079,4/04/2020,1,1
3079,4/09/2020,2,2
3079,5/02/2020,1,1
3079,5/05/2020,1,1
3079,5/11/2020,1,1
3079,7/03/2020,1,1
3079,7/10/2020,1,1
3079,7/11/2020,1,1
3079,8/06/2020,1,1
3079,8/12/2020,1,1
3079,9/01/2020,1,1
3079,14/08/2020,1,1
3079,15/07/2020,2,2
3079,16/03/2020,1,1
3079,16/08/2020,1,1
3079,17/03/2020,2,2
3079,18/03/2020,1,1
3079,21/08/2020,1,1
3079,23/08/2020,2,2
3079,24/03/2020,2,2
3079,25/03/2020,1,1
3079,26/03/2020,5,5
3079,26/08/2020,2,2
3079,27/03/2020,1,1
3079,27/07/2020,1,1
3079,29/03/2020,2,2
3079,29/07/2020,1,1
3079,30/03/2020,3,3
3079,30/07/2020,1,1
3079,31/03/2020,3,3
3081,4/01/2020,1,1
3081,4/06/2020,1,1
3081,4/10/2020,1,1
3081,5/04/2020,1,1
3081,6/01/2020,1,1
3081,6/09/2020,1,1
3081,6/10/2020,1,1
3081,7/06/2020,2,2
3081,7/07/2020,1,1
3081,7/08/2020,1,1
3081,7/09/2020,1,1
3081,7/10/2020,2,2
3081,7/11/2020,5,5
3081,7/12/2020,2,2
3081,8/01/2020,7,7
3081,8/03/2020,1,1
3081,8/04/2020,5,5
3081,8/07/2020,2,2
3081,8/08/2020,1,1
3081,8/10/2020,2,2
3081,8/11/2020,1,1
3081,8/12/2020,1,1
3081,9/12/2020,1,1
3081,10/06/2020,1,1
3081,10/09/2020,5,5
3081,10/11/2020,3,3
3081,10/12/2020,4,4
3081,13/07/2020,6,6
3081,14/07/2020,4,4
3081,14/08/2020,2,2
3081,14/09/2020,1,1
3081,15/07/2020,5,5
3081,15/09/2020,1,1
3081,16/07/2020,21,21
3081,16/08/2020,3,3
3081,17/03/2020,1,1
3081,17/07/2020,3,3
3081,17/08/2020,2,2
3081,18/07/2020,8,8
3081,18/08/2020,1,1
3081,19/07/2020,6,6
3081,19/08/2020,2,2
3081,20/07/2020,6,6
3081,20/08/2020,2,2
3081,21/07/2020,18,18
3081,21/09/2020,1,1
3081,21/10/2020,1,1
3081,22/07/2020,1,1
3081,23/07/2020,4,4
3081,23/08/2020,2,2
3081,23/10/2020,1,1
3081,24/03/2020,1,1
3081,24/07/2020,9,9
3081,24/10/2020,3,3
3081,25/07/2020,3,3
3081,25/08/2020,1,1
3081,26/07/2020,1,1
3081,27/07/2020,1,1
3081,28/06/2020,1,1
3081,28/07/2020,6,6
3081,29/07/2020,3,3
3081,30/03/2020,1,1
3081,30/07/2020,2,2
3081,30/08/2020,2,2
3081,31/03/2020,3,3
3081,31/07/2020,2,2
3082,4/07/2020,1,1
3082,7/01/2020,1,1
3082,7/02/2020,1,1
3082,7/04/2020,1,1
3082,7/05/2020,1,1
3082,7/06/2020,1,1
3082,7/07/2020,1,1
3082,7/08/2020,1,1
3082,7/09/2020,2,2
3082,7/11/2020,2,2
3082,7/12/2020,1,1
3082,8/01/2020,3,3
3082,8/02/2020,2,2
3082,8/03/2020,2,2
3082,8/04/2020,23,23
3082,8/05/2020,7,7
3082,8/06/2020,6,6
3082,8/07/2020,4,4
3082,8/08/2020,1,1
3082,8/09/2020,3,3
3082,8/10/2020,6,6
3082,8/11/2020,3,3
3082,8/12/2020,2,2
3082,9/03/2020,1,1
3082,9/09/2020,1,1
3082,9/10/2020,1,1
3082,13/08/2020,1,1
3082,14/07/2020,1,1
3082,14/08/2020,2,2
3082,15/07/2020,3,3
3082,16/07/2020,2,2
3082,17/07/2020,1,1
3082,17/08/2020,1,1
3082,18/08/2020,1,1
3082,19/06/2020,1,1
3082,19/07/2020,3,3
3082,20/03/2020,1,1
3082,20/08/2020,1,1
3082,21/07/2020,2,2
3082,22/03/2020,1,1
3082,22/06/2020,1,1
3082,22/07/2020,4,4
3082,22/08/2020,1,1
3082,23/08/2020,1,1
3082,24/07/2020,2,2
3082,25/07/2020,4,4
3082,25/08/2020,1,1
3082,26/05/2021,1,1
3082,26/07/2020,4,4
3082,27/03/2020,1,1
3082,27/07/2020,2,2
3082,27/08/2020,1,1
3082,28/07/2020,2,2
3082,29/07/2020,1,1
3082,30/07/2020,4,4
3082,31/07/2020,4,4
3083,6/06/2021,2,2
3083,7/01/2020,1,1
3083,7/02/2020,1,1
3083,7/04/2020,1,1
3083,7/06/2020,4,4
3083,7/08/2020,1,1
3083,7/09/2020,1,1
3083,7/11/2020,2,2
3083,7/12/2020,2,2
3083,8/03/2020,2,2
3083,8/04/2020,2,2
3083,8/05/2020,3,3
3083,8/06/2020,2,2
3083,8/07/2020,2,2
3083,8/08/2020,1,1
3083,8/09/2020,2,2
3083,8/11/2020,3,3
3083,8/12/2020,2,2
3083,9/01/2020,2,2
3083,9/05/2020,1,1
3083,13/06/2021,1,1
3083,13/07/2020,3,3
3083,13/08/2020,1,1
3083,14/07/2020,2,2
3083,14/08/2020,3,3
3083,15/07/2020,1,1
3083,15/08/2020,2,2
3083,16/08/2020,1,1
3083,17/05/2020,1,1
3083,17/07/2020,2,2
3083,18/07/2020,2,2
3083,19/07/2020,1,1
3083,19/08/2020,3,3
3083,20/07/2020,2,2
3083,21/03/2020,1,1
3083,21/07/2020,2,2
3083,21/08/2020,4,4
3083,22/07/2020,4,4
3083,22/08/2020,1,1
3083,23/03/2020,1,1
3083,23/07/2020,4,4
3083,23/08/2020,1,1
3083,24/03/2020,1,1
3083,24/07/2020,4,4
3083,24/08/2020,4,4
3083,25/07/2020,2,2
3083,26/05/2021,1,1
3083,26/07/2020,3,3
3083,27/06/2020,1,1
3083,27/07/2020,3,3
3083,27/08/2020,2,2
3083,28/07/2020,2,2
3083,29/06/2020,3,3
3083,29/07/2020,1,1
3083,29/08/2020,3,3
3083,30/05/2020,1,1
3083,30/06/2020,2,2
3083,30/07/2020,6,6
3083,30/08/2020,3,3
3084,4/01/2020,1,1
3084,4/02/2020,3,3
3084,4/05/2020,1,1
3084,4/07/2020,1,1
3084,4/08/2020,1,1
3084,4/10/2020,1,1
3084,7/06/2020,1,1
3084,7/07/2020,2,2
3084,7/09/2020,2,2
3084,7/10/2020,3,3
3084,8/02/2020,1,1
3084,8/04/2020,1,1
3084,8/05/2020,1,1
3084,8/07/2020,1,1
3084,8/08/2020,1,1
3084,8/09/2020,1,1
3084,13/07/2020,1,1
3084,14/07/2020,1,1
3084,15/04/2020,2,2
3084,15/07/2020,3,3
3084,16/04/2020,1,1
3084,16/07/2020,1,1
3084,17/07/2020,1,1
3084,18/07/2020,1,1
3084,18/08/2020,1,1
3084,20/03/2020,1,1
3084,20/07/2020,1,1
3084,21/07/2020,1,1
3084,22/03/2020,1,1
3084,22/07/2020,1,1
3084,23/07/2020,1,1
3084,25/03/2020,1,1
3084,25/07/2020,1,1
3084,26/07/2020,2,2
3084,27/03/2020,2,2
3084,27/07/2020,2,2
3084,28/03/2020,4,4
3084,29/03/2020,4,4
3084,29/07/2020,2,2
3084,30/03/2020,3,3
3084,30/07/2020,1,1
3084,31/07/2020,3,3
3085,4/01/2020,1,1
3085,4/02/2020,3,3
3085,4/04/2020,1,1
3085,4/05/2020,4,4
3085,5/03/2020,1,1
3085,6/01/2020,1,1
3085,7/11/2020,1,1
3085,8/04/2020,2,2
3085,13/07/2020,3,3
3085,15/07/2020,2,2
3085,18/07/2020,2,2
3085,18/08/2020,1,1
3085,20/07/2020,1,1
3085,21/03/2020,1,1
3085,24/07/2020,1,1
3085,25/07/2020,1,1
3085,26/07/2020,1,1
3085,28/08/2020,2,2
3087,4/02/2020,1,1
3087,4/05/2020,1,1
3087,8/04/2020,1,1
3087,8/10/2020,1,1
3087,14/07/2020,2,2
3087,16/07/2020,3,3
3087,21/07/2020,1,1
3087,22/03/2020,1,1
3087,23/07/2020,2,2
3087,27/08/2020,1,1
3088,4/01/2020,1,1
3088,4/06/2020,1,1
3088,4/10/2020,1,1
3088,5/07/2020,1,1
3088,7/07/2020,1,1
3088,7/10/2020,5,5
3088,7/11/2020,2,2
3088,7/12/2020,1,1
3088,8/02/2020,2,2
3088,8/03/2020,1,1
3088,8/04/2020,5,5
3088,8/05/2020,1,1
3088,8/06/2020,1,1
3088,8/07/2020,2,2
3088,8/09/2020,1,1
3088,8/10/2020,1,1
3088,8/11/2020,1,1
3088,8/12/2020,1,1
3088,9/02/2020,1,1
3088,13/07/2020,1,1
3088,13/08/2020,2,2
3088,13/09/2020,1,1
3088,14/07/2020,1,1
3088,15/07/2020,4,4
3088,15/08/2020,1,1
3088,16/07/2020,2,2
3088,17/07/2020,1,1
3088,17/09/2020,1,1
3088,18/06/2020,1,1
3088,18/07/2020,1,1
3088,18/08/2020,1,1
3088,19/07/2020,2,2
3088,20/08/2020,1,1
3088,21/08/2020,2,2
3088,23/07/2020,1,1
3088,24/07/2020,1,1
3088,25/07/2020,4,4
3088,25/09/2020,1,1
3088,26/07/2020,1,1
3088,28/07/2020,2,2
3088,29/07/2020,3,3
3088,30/03/2020,1,1
3088,30/07/2020,1,1
3088,31/03/2020,1,1
3088,31/07/2020,3,3
3089,4/01/2020,1,1
3089,5/02/2020,1,1
3089,6/11/2020,1,1
3089,7/11/2020,1,1
3089,8/07/2020,1,1
3089,13/07/2020,1,1
3089,14/07/2020,1,1
3089,15/07/2020,1,1
3089,21/07/2020,1,1
3089,23/06/2020,1,1
3089,26/03/2020,2,2
3089,27/07/2020,1,1
3089,28/03/2020,1,1
3089,29/07/2020,1,1
3090,4/02/2020,1,1
3090,7/10/2020,1,1
3090,8/01/2020,2,2
3090,8/02/2020,2,2
3090,8/04/2020,2,2
3090,8/06/2020,1,1
3090,8/08/2020,3,3
3090,8/10/2020,1,1
3090,16/07/2020,1,1
3090,21/07/2020,7,7
3090,23/07/2020,1,1
3090,25/07/2020,10,10
3090,26/07/2020,2,2
3090,27/07/2020,1,1
3090,29/07/2020,2,2
3090,31/07/2020,14,14
3093,7/07/2020,1,1
3093,8/03/2020,1,1
3093,8/11/2020,1,1
3093,15/07/2020,1,1
3093,18/08/2020,1,1
3093,20/07/2020,1,1
3093,22/08/2020,1,1
3093,23/07/2020,1,1
3093,25/03/2020,2,2
3093,28/03/2020,1,1
3094,14/07/2020,1,1
3094,15/04/2020,1,1
3094,15/09/2020,2,2
3094,18/07/2020,2,2
3094,23/08/2020,1,1
3094,27/07/2020,1,1
3094,30/06/2020,1,1
3095,4/01/2020,2,2
3095,4/02/2020,1,1
3095,4/04/2020,1,1
3095,4/08/2020,1,1
3095,5/01/2020,1,1
3095,8/01/2020,1,1
3095,8/02/2020,2,2
3095,8/03/2020,1,1
3095,8/04/2020,2,2
3095,8/10/2020,1,1
3095,8/11/2020,1,1
3095,13/07/2020,1,1
3095,14/07/2020,2,2
3095,15/07/2020,1,1
3095,21/07/2020,2,2
3095,23/03/2020,1,1
3095,25/03/2020,1,1
3095,25/05/2020,1,1
3095,26/03/2020,1,1
3095,27/03/2020,1,1
3095,28/08/2020,1,1
3095,29/03/2020,1,1
3095,30/06/2020,1,1
3095,30/07/2020,3,3
3095,31/03/2020,1,1
3096,8/05/2020,2,2
3096,8/07/2020,1,1
3096,8/10/2020,1,1
3096,15/08/2020,3,3
3096,16/08/2020,1,1
3096,17/08/2020,1,1
3096,30/07/2020,1,1
3097,22/03/2020,2,2
3099,5/01/2020,2,2
3099,8/05/2020,1,1
3099,8/07/2020,2,2
3099,8/11/2020,1,1
3099,24/07/2020,1,1
3099,27/07/2020,1,1
3099,29/07/2020,1,1
3101,4/10/2020,1,1
3101,7/03/2020,1,1
3101,7/05/2020,1,1
3101,7/09/2020,1,1
3101,8/01/2020,2,2
3101,8/02/2020,3,3
3101,8/03/2020,1,1
3101,8/11/2020,2,2
3101,8/12/2020,1,1
3101,9/07/2020,1,1
3101,14/07/2020,1,1
3101,14/08/2020,5,5
3101,15/08/2020,3,3
3101,15/09/2020,1,1
3101,16/07/2020,1,1
3101,16/08/2020,1,1
3101,17/05/2020,1,1
3101,18/04/2020,1,1
3101,19/07/2020,1,1
3101,20/03/2020,1,1
3101,24/03/2020,1,1
3101,24/07/2020,1,1
3101,25/05/2021,1,1
3101,26/07/2020,1,1
3101,26/08/2020,1,1
3101,27/03/2020,2,2
3101,28/03/2020,1,1
3101,29/03/2020,1,1
3101,29/06/2020,1,1
3101,30/07/2020,3,3
3101,31/07/2020,1,1
3102,7/05/2020,1,1
3102,7/08/2020,1,1
3102,7/10/2020,1,1
3102,8/11/2020,2,2
3102,14/08/2020,2,2
3102,16/07/2020,1,1
3102,16/08/2020,4,4
3102,17/08/2020,1,1
3102,18/08/2020,1,1
3102,22/07/2020,1,1
3102,22/09/2020,1,1
3102,30/03/2020,1,1
3102,30/06/2020,1,1
3103,4/01/2020,2,2
3103,6/05/2020,1,1
3103,8/04/2020,1,1
3103,15/08/2020,1,1
3103,19/06/2020,1,1
3103,21/08/2020,1,1
3103,24/03/2020,1,1
3103,26/07/2020,1,1
3103,29/07/2020,1,1
3103,30/07/2020,1,1
3103,31/07/2020,1,1
3104,3/01/2020,1,1
3104,8/01/2020,1,1
3104,8/03/2020,1,1
3104,8/04/2020,2,2
3104,8/06/2020,3,3
3104,13/07/2020,1,1
3104,14/03/2020,1,1
3104,14/07/2020,1,1
3104,15/07/2020,2,2
3104,18/07/2020,2,2
3104,20/03/2020,1,1
3104,20/07/2020,1,1
3104,21/07/2020,1,1
3104,23/07/2020,1,1
3104,24/03/2020,1,1
3104,24/07/2020,3,3
3104,25/03/2020,1,1
3104,26/05/2020,1,1
3104,28/03/2020,1,1
3104,29/03/2020,1,1
3104,29/07/2020,1,1
3104,30/03/2020,1,1
3104,30/07/2020,1,1
3104,31/03/2020,1,1
3104,31/08/2020,1,1
3105,4/04/2020,1,1
3105,7/11/2020,1,1
3105,8/04/2020,1,1
3105,8/06/2020,1,1
3105,8/07/2020,1,1
3105,8/09/2020,1,1
3105,13/07/2020,1,1
3105,13/08/2020,1,1
3105,15/07/2020,2,2
3105,17/07/2020,1,1
3105,18/08/2020,1,1
3105,19/07/2020,1,1
3106,4/04/2020,1,1
3106,4/10/2020,1,1
3106,4/12/2020,1,1
3106,7/03/2020,2,2
3106,7/06/2020,1,1
3106,7/07/2020,2,2
3106,7/09/2020,1,1
3106,7/11/2020,1,1
3106,8/03/2020,3,3
3106,8/04/2020,1,1
3106,8/05/2020,1,1
3106,8/09/2020,1,1
3106,8/12/2020,1,1
3106,13/07/2020,1,1
3106,16/07/2020,1,1
3106,17/07/2020,1,1
3106,22/07/2020,1,1
3106,26/07/2020,3,3
3106,29/03/2020,1,1
3106,29/06/2020,1,1
3107,4/03/2020,1,1
3107,7/04/2020,1,1
3107,7/07/2020,1,1
3107,7/08/2020,1,1
3107,7/10/2020,1,1
3107,8/11/2020,1,1
3107,13/07/2020,1,1
3107,13/09/2020,1,1
3107,23/08/2020,1,1
3107,24/07/2020,1,1
3107,30/03/2020,1,1
3108,4/01/2020,1,1
3108,7/01/2020,1,1
3108,7/06/2020,1,1
3108,7/07/2020,1,1
3108,7/10/2020,1,1
3108,8/01/2020,3,3
3108,8/03/2020,2,2
3108,8/06/2020,1,1
3108,8/07/2020,1,1
3108,8/10/2020,1,1
3108,8/12/2020,1,1
3108,10/12/2020,1,1
3108,13/09/2020,1,1
3108,15/05/2020,1,1
3108,15/07/2020,1,1
3108,16/06/2020,1,1
3108,16/07/2020,1,1
3108,17/04/2020,1,1
3108,20/07/2020,1,1
3108,21/03/2020,1,1
3108,21/07/2020,1,1
3108,24/07/2020,2,2
3108,24/08/2020,1,1
3108,26/08/2020,1,1
3108,27/07/2020,2,2
3108,29/07/2020,2,2
3108,30/07/2020,1,1
3109,4/04/2020,2,2
3109,6/10/2020,1,1
3109,7/01/2020,1,1
3109,7/09/2020,1,1
3109,8/01/2020,2,2
3109,8/03/2020,3,3
3109,8/04/2020,4,4
3109,8/06/2020,1,1
3109,8/07/2020,1,1
3109,8/08/2020,1,1
3109,8/11/2020,1,1
3109,14/07/2020,2,2
3109,16/06/2020,1,1
3109,17/08/2020,1,1
3109,18/07/2020,3,3
3109,18/08/2020,1,1
3109,19/08/2020,1,1
3109,20/07/2020,1,1
3109,22/07/2020,3,3
3109,23/07/2020,1,1
3109,25/02/2020,1,1
3109,26/03/2020,1,1
3109,27/07/2020,3,3
3109,27/08/2020,1,1
3109,28/07/2020,2,2
3109,29/07/2020,2,2
3109,30/07/2020,2,2
3109,30/08/2020,1,1
3111,4/02/2020,1,1
3111,7/10/2020,1,1
3111,8/01/2020,1,1
3111,8/02/2020,2,2
3111,8/03/2020,1,1
3111,8/07/2020,1,1
3111,13/07/2020,2,2
3111,15/07/2020,1,1
3111,17/03/2020,1,1
3111,17/08/2020,1,1
3111,18/08/2020,1,1
3111,22/03/2020,1,1
3111,24/09/2020,1,1
3111,30/07/2020,1,1
3113,6/12/2020,1,1
3113,9/04/2020,1,1
3113,13/04/2020,1,1
3113,15/07/2020,1,1
3113,16/03/2020,1,1
3113,27/03/2020,1,1
3113,30/03/2020,1,1
3114,13/07/2020,1,1
3114,15/07/2020,2,2
3114,20/07/2020,1,1
3114,30/03/2020,1,1
3114,30/07/2020,1,1
3115,4/03/2020,1,1
3115,4/10/2020,1,1
3115,8/09/2020,1,1
3115,13/07/2020,1,1
3115,30/03/2020,1,1
3115,31/03/2020,1,1
3116,4/09/2020,1,1
3116,8/01/2020,4,4
3116,8/03/2020,3,3
3116,8/05/2020,1,1
3116,8/06/2020,1,1
3116,8/07/2020,1,1
3116,8/12/2020,1,1
3116,15/03/2020,1,1
3116,16/03/2020,1,1
3116,19/08/2020,2,2
3116,21/03/2020,1,1
3116,23/07/2020,1,1
3116,25/07/2020,1,1
3116,26/07/2020,2,2
3116,30/07/2020,2,2
3121,4/01/2020,1,1
3121,5/06/2020,1,1
3121,7/06/2020,1,1
3121,7/08/2020,2,2
3121,7/09/2020,2,2
3121,7/11/2020,5,5
3121,7/12/2020,1,1
3121,8/01/2020,2,2
3121,8/02/2020,3,3
3121,8/03/2020,1,1
3121,8/04/2020,6,6
3121,8/05/2020,2,2
3121,8/06/2020,2,2
3121,8/07/2020,3,3
3121,8/08/2020,2,2
3121,8/09/2020,1,1
3121,8/10/2020,1,1
3121,8/11/2020,1,1
3121,9/01/2020,1,1
3121,9/09/2020,1,1
3121,13/08/2020,3,3
3121,13/09/2020,1,1
3121,14/07/2020,2,2
3121,14/08/2020,1,1
3121,15/07/2020,6,6
3121,15/08/2020,2,2
3121,16/07/2020,4,4
3121,18/05/2020,1,1
3121,18/07/2020,7,7
3121,18/08/2020,1,1
3121,19/07/2020,4,4
3121,19/08/2020,3,3
3121,20/03/2020,1,1
3121,20/05/2020,1,1
3121,20/07/2020,1,1
3121,20/08/2020,3,3
3121,21/03/2020,1,1
3121,21/07/2020,7,7
3121,21/08/2020,5,5
3121,22/07/2020,4,4
3121,22/08/2020,2,2
3121,24/07/2020,1,1
3121,24/08/2020,2,2
3121,25/07/2020,1,1
3121,25/08/2020,2,2
3121,26/07/2020,2,2
3121,27/03/2020,2,2
3121,27/06/2020,1,1
3121,27/07/2020,3,3
